0,1,2,3,5,6,7
400306,160120,309,339015,E6SUSOLDIAR,"(040642-4º D Sup) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400307,160222,310,339015,E6SUSOLDIAR,"(012963-5º B Sup) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400308,160038,311,339015,E6SUSOLDIAR,"(040667-6º D Sup) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400309,160198,312,339015,E6SUSOLDIAR,"(040675-7º D Sup) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400310,160165,313,339015,E6SUSOLDIAR,"(040691-8º B Sup Sl) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400311,160142,314,339015,E6SUSOLDIAR,"(012989-9º B Sup) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400312,160049,315,339015,E6SUSOLDIAR,"(040709-10º D Sup) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400313,160018,316,339015,E6SUSOLDIAR,"(012997-12º B Sup) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400314,160426,317,339015,E6SUSOLDIAR,"(044461-DSSA) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400315,160415,318,339015,E6SUSOLDIAR,"(044453-DSSM) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400316,160537,319,339015,E6SUSOLDIAR,"(001172-16ª Ba Log) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400317,160350,320,339015,E6SUSOLDIAR,"(012377-17º B Log Sl) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400318,160482,321,339015,E6SUSOLDIAR,"(012328-1º B Log Sl) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400319,160246,322,339015,E6SUSOLDIAR,"(040535-DC Mun) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400320,160298,323,339015,E6SUSOLDIAR,"(023176-Cmdo 1ª RM) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400321,160488,324,339015,E6SUSOLDIAR,"(023572-Cmdo 2ª RM) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400322,160392,325,339015,E6SUSOLDIAR,"(012286-Cmdo 3º Gpt Log) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400323,160118,326,339015,E6SUSOLDIAR,"(024927-Cmdo 4ª RM) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400324,160219,327,339015,E6SUSOLDIAR,"(024992-Cmdo 5ª RM) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400407,160036,328,339015,E6SUSOLDIAR,"(024372-Cmdo 6ª RM) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400326,160194,329,339015,E6SUSOLDIAR,"(025098-Cmdo 7ª RM) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400327,160163,330,339015,E6SUSOLDIAR,"(025148-Cmdo 8ª RM) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400328,160136,331,339015,E6SUSOLDIAR,"(012294-Cmdo 9º Gpt Log) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 - Cmt ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",1785.0
400329,160136,332,339015,E6SUSOLDIAR,"(012294-Cmdo 9º Gpt Log) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 - Ch C Col ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400330,160047,333,339015,E6SUSOLDIAR,"(024679-Cmdo 10ª RM) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400331,160014,334,339015,E6SUSOLDIAR,"(025239-Cmdo 12ª RM) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400332,160406,335,339015,E6SUSOLDIAR,"(032847-13ª Cia DAM) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400333,160296,336,339015,E6SUSOLDIAR,"(002352-B DOMPSA) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400334,160479,337,339015,E6SUSOLDIAR,"(058545-C Log Msl Fgt) C SUP -DIVSUBS-SOL-DIÁRIAS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",2805.0
400335,160238,338,339033,E6SUSOLPASS,"(012369-Ba Ap Log Ex) C SUP -DIVSUBS-SOL-PASSAGENS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",4959.26
400336,160307,339,339033,E6SUSOLPASS,"(040584-1º D Sup) C SUP -DIVSUBS-SOL-PASSAGENS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",5000.0
400337,160494,340,339033,E6SUSOLPASS,"(040923-2º B Sup) C SUP -DIVSUBS-SOL-PASSAGENS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",5000.0
400338,160368,341,339033,E6SUSOLPASS,"(012955-3º B Sup) C SUP -DIVSUBS-SOL-PASSAGENS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",1510.13
400339,160120,342,339033,E6SUSOLPASS,"(040642-4º D Sup) C SUP -DIVSUBS-SOL-PASSAGENS DE PESSOAL MILITAR. OBSERVAR LEGISLAÇÃO VIGENTE (1ª RECOL SUP/26 ) REF DIEx nº 663-CSup/COLOG, DE 16/01/26. EMPH IMEDIATO. PRB DETAORC .",5000.0
