cache_key,numero_solicitacao,codom,codug,pi,nd,valor,om_chave,nc_siafi
3608|160027|E6SUPLJA5PA|449052|8651.58,,3608,160027,E6SUPLJA5PA,449052,8651.58,,403124
3608|160027|E6SUPLJA5PA|449052|915.96,,3608,160027,E6SUPLJA5PA,449052,915.96,,403124
3608|160027|E6SUPLJA5PA|449052|9443.56,,3608,160027,E6SUPLJA5PA,449052,9443.56,,403124
36202|160030|E6SUPLJA5PA|339030|120.00,,36202,160030,E6SUPLJA5PA,339030,120.00,,403402
36202|160030|E6SUPLJA5PA|339030|125.00,,36202,160030,E6SUPLJA5PA,339030,125.00,,403402
36202|160030|E6SUPLJA5PA|339030|1250.00,,36202,160030,E6SUPLJA5PA,339030,1250.00,,403402
36202|160030|E6SUPLJA5PA|339030|1400.00,,36202,160030,E6SUPLJA5PA,339030,1400.00,,403402
36202|160030|E6SUPLJA5PA|339030|150.00,,36202,160030,E6SUPLJA5PA,339030,150.00,,403402
36202|160030|E6SUPLJA5PA|339030|1680.00,,36202,160030,E6SUPLJA5PA,339030,1680.00,,403402
36202|160030|E6SUPLJA5PA|339030|200.00,,36202,160030,E6SUPLJA5PA,339030,200.00,,403402
36202|160030|E6SUPLJA5PA|339030|2200.00,,36202,160030,E6SUPLJA5PA,339030,2200.00,,403402
36202|160030|E6SUPLJA5PA|339030|240.00,,36202,160030,E6SUPLJA5PA,339030,240.00,,403402
36202|160030|E6SUPLJA5PA|339030|2500.00,,36202,160030,E6SUPLJA5PA,339030,2500.00,,403402
36202|160030|E6SUPLJA5PA|339030|720.00,,36202,160030,E6SUPLJA5PA,339030,720.00,,403402
36202|160030|E6SUPLJA5PA|339030|900.00,,36202,160030,E6SUPLJA5PA,339030,900.00,,403402
36202|160030|E6SUPLJA5PA|339030|960.00,,36202,160030,E6SUPLJA5PA,339030,960.00,,403402
36202|160030|E6SUPLJA5PA|339039|2400.00,,36202,160030,E6SUPLJA5PA,339039,2400.00,,402814
36202|160030|E6SUPLJA5PA|339039|300.00,,36202,160030,E6SUPLJA5PA,339039,300.00,,402814
36202|160030|E6SUPLJA5PA|339039|4000.00,,36202,160030,E6SUPLJA5PA,339039,4000.00,,402814
36202|160030|E6SUPLJA5PA|339039|750.00,,36202,160030,E6SUPLJA5PA,339039,750.00,,402814
36202|160030|E6SUPLJA5PA|449052|7000.00,,36202,160030,E6SUPLJA5PA,449052,7000.00,,403131
36202|160030|||1000.00,,36202,160030,,,1000.00,,403402
36202|160030|||2000.00,,36202,160030,,,2000.00,,403402
36202|160030|||500.00,,36202,160030,,,500.00,,403402
36236|160236|E6SUPLJA5PA|339030|1200.00,,36236,160236,E6SUPLJA5PA,339030,1200.00,,402491
36236|160236|E6SUPLJA5PA|339030|1920.00,,36236,160236,E6SUPLJA5PA,339030,1920.00,,402491
36236|160236|E6SUPLJA5PA|339030|2160.00,,36236,160236,E6SUPLJA5PA,339030,2160.00,,402491
36236|160236|E6SUPLJA5PA|339030|2400.00,,36236,160236,E6SUPLJA5PA,339030,2400.00,,402491
36236|160236|E6SUPLJA5PA|339030|2800.00,,36236,160236,E6SUPLJA5PA,339030,2800.00,,402491
36236|160236|E6SUPLJA5PA|339030|3200.00,,36236,160236,E6SUPLJA5PA,339030,3200.00,,402491
36236|160236|E6SUPLJA5PA|339030|3600.00,,36236,160236,E6SUPLJA5PA,339030,3600.00,,402491
36236|160236|E6SUPLJA5PA|339030|4800.00,,36236,160236,E6SUPLJA5PA,339030,4800.00,,402491
36236|160236|E6SUPLJA5PA|339030|5340.00,,36236,160236,E6SUPLJA5PA,339030,5340.00,,402491
36236|160236|E6SUPLJA5PA|339030|900.00,,36236,160236,E6SUPLJA5PA,339030,900.00,,402491
36236|160236|E6SUPLJA5PA|339039|10000.00,,36236,160236,E6SUPLJA5PA,339039,10000.00,,402498
36236|160236|E6SUPLJA5PA|339039|4000.00,,36236,160236,E6SUPLJA5PA,339039,4000.00,,402498
36236|160236|E6SUPLJA5PA|449052|12000.00,,36236,160236,E6SUPLJA5PA,449052,12000.00,,402888
36236|160236|E6SUPLJA5PA|449052|18000.00,,36236,160236,E6SUPLJA5PA,449052,18000.00,,402888
36236|160236|E6SUPLJA5PA|449052|20000.00,,36236,160236,E6SUPLJA5PA,449052,20000.00,,402888
36236|160236|E6SUPLJA5PA|449052|24000.00,,36236,160236,E6SUPLJA5PA,449052,24000.00,,402888
36236|160236|E6SUPLJA5PA|449052|3900.00,,36236,160236,E6SUPLJA5PA,449052,3900.00,,402888
36236|160236|E6SUPLJA5PA|449052|7000.00,,36236,160236,E6SUPLJA5PA,449052,7000.00,,402888
36236|160236|||3000.00,,36236,160236,,,3000.00,,402888
36236|160236|||5000.00,,36236,160236,,,5000.00,,402888
36467|160517|||20000.00,,36467,160517,,,20000.00,,403348
36582|160494|E6SUPLJA5PA|339030|5000.00,,36582,160494,E6SUPLJA5PA,339030,5000.00,,402681
36582|160494|E6SUPLJA5PA|339039|10000.00,,36582,160494,E6SUPLJA5PA,339039,10000.00,,402571
36582|160494|E6SUPLJA5PA|339039|15000.00,,36582,160494,E6SUPLJA5PA,339039,15000.00,,402571
36582|160494|E6SUPLJA5PA|339039|20000.00,,36582,160494,E6SUPLJA5PA,339039,20000.00,,402571
36582|160494|E6SUPLJA5PA|449052|10089.00,,36582,160494,E6SUPLJA5PA,449052,10089.00,,402941
36582|160494|E6SUPLJA5PA|449052|10180.00,,36582,160494,E6SUPLJA5PA,449052,10180.00,,402941
36582|160494|E6SUPLJA5PA|449052|12500.00,,36582,160494,E6SUPLJA5PA,449052,12500.00,,402941
36582|160494|E6SUPLJA5PA|449052|13900.00,,36582,160494,E6SUPLJA5PA,449052,13900.00,,402941
36582|160494|E6SUPLJA5PA|449052|18942.00,,36582,160494,E6SUPLJA5PA,449052,18942.00,,402941
36582|160494|E6SUPLJA5PA|449052|19408.00,,36582,160494,E6SUPLJA5PA,449052,19408.00,,402941
36582|160494|E6SUPLJA5PA|449052|1980.00,,36582,160494,E6SUPLJA5PA,449052,1980.00,,402941
36582|160494|E6SUPLJA5PA|449052|2480.00,,36582,160494,E6SUPLJA5PA,449052,2480.00,,402941
36582|160494|E6SUPLJA5PA|449052|2970.00,,36582,160494,E6SUPLJA5PA,449052,2970.00,,402941
36582|160494|E6SUPLJA5PA|449052|2980.00,,36582,160494,E6SUPLJA5PA,449052,2980.00,,402941
36582|160494|E6SUPLJA5PA|449052|3160.00,,36582,160494,E6SUPLJA5PA,449052,3160.00,,402941
36582|160494|E6SUPLJA5PA|449052|3208.10,,36582,160494,E6SUPLJA5PA,449052,3208.10,,402941
36582|160494|E6SUPLJA5PA|449052|3290.00,,36582,160494,E6SUPLJA5PA,449052,3290.00,,402941
36582|160494|E6SUPLJA5PA|449052|4180.00,,36582,160494,E6SUPLJA5PA,449052,4180.00,,402941
36582|160494|E6SUPLJA5PA|449052|4214.26,,36582,160494,E6SUPLJA5PA,449052,4214.26,,402941
36582|160494|E6SUPLJA5PA|449052|4432.00,,36582,160494,E6SUPLJA5PA,449052,4432.00,,402941
36582|160494|E6SUPLJA5PA|449052|5037.42,,36582,160494,E6SUPLJA5PA,449052,5037.42,,402941
36582|160494|E6SUPLJA5PA|449052|5440.00,,36582,160494,E6SUPLJA5PA,449052,5440.00,,402941
36582|160494|E6SUPLJA5PA|449052|6120.00,,36582,160494,E6SUPLJA5PA,449052,6120.00,,402941
36582|160494|E6SUPLJA5PA|449052|620.00,,36582,160494,E6SUPLJA5PA,449052,620.00,,402941
36582|160494|E6SUPLJA5PA|449052|6232.00,,36582,160494,E6SUPLJA5PA,449052,6232.00,,402941
36582|160494|E6SUPLJA5PA|449052|7350.00,,36582,160494,E6SUPLJA5PA,449052,7350.00,,402941
36582|160494|E6SUPLJA5PA|449052|7360.00,,36582,160494,E6SUPLJA5PA,449052,7360.00,,402941
36582|160494|E6SUPLJA5PA|449052|752.00,,36582,160494,E6SUPLJA5PA,449052,752.00,,402941
36582|160494|E6SUPLJA5PA|449052|811.62,,36582,160494,E6SUPLJA5PA,449052,811.62,,402941
36582|160494|E6SUPLJA5PA|449052|8300.00,,36582,160494,E6SUPLJA5PA,449052,8300.00,,402941
36582|160494|E6SUPLJA5PA|449052|9150.00,,36582,160494,E6SUPLJA5PA,449052,9150.00,,402941
36582|160494|E6SUPLJA5PA|449052|9850.00,,36582,160494,E6SUPLJA5PA,449052,9850.00,,402941
36582|160494|E6SUPLJA6OP|339030|2300.00,,36582,160494,E6SUPLJA6OP,339030,2300.00,,402236
36582|160494|E6SUPLJA6OP|339030|2400.00,,36582,160494,E6SUPLJA6OP,339030,2400.00,,402236
36582|160494|E6SUPLJA6OP|339030|40800.00,,36582,160494,E6SUPLJA6OP,339030,40800.00,,402236
36582|160494|E6SUPLJA6OP|339030|980.00,,36582,160494,E6SUPLJA6OP,339030,980.00,,402236
36582|160494|E6SUPLJA6OP|339039|22676.00,,36582,160494,E6SUPLJA6OP,339039,22676.00,,401552
36582|160494|E6SUPLJA6OP|339039|300000.00,,36582,160494,E6SUPLJA6OP,339039,300000.00,,401552
36582|160494|E6SUPLJA6OP|339039|42971.02,,36582,160494,E6SUPLJA6OP,339039,42971.02,,401552
36582|160494|E6SUPLJA6OP|339039|43084.40,,36582,160494,E6SUPLJA6OP,339039,43084.40,,401552
36582|160494|E6SUPLJA6OP|339039|44218.20,,36582,160494,E6SUPLJA6OP,339039,44218.20,,401552
36582|160494|E6SUPLJA6OP|339039|47052.70,,36582,160494,E6SUPLJA6OP,339039,47052.70,,401552
36582|160494|E6SUPLJA6OP|339039|80000.00,,36582,160494,E6SUPLJA6OP,339039,80000.00,,401552
36582|160494|E6SUPLJA6OP|449052|150000.00,,36582,160494,E6SUPLJA6OP,449052,150000.00,,402266
36582|160494|E6SUPLJA6OP|449052|6000.00,,36582,160494,E6SUPLJA6OP,449052,6000.00,,402266
36731|160227|E6SUPLJA5PA|339030|1182.00,,36731,160227,E6SUPLJA5PA,339030,1182.00,,403624
36731|160227|E6SUPLJA5PA|449052|1240.83,,36731,160227,E6SUPLJA5PA,449052,1240.83,,403660
36731|160227|E6SUPLJA5PA|449052|1610.66,,36731,160227,E6SUPLJA5PA,449052,1610.66,,403660
36731|160227|E6SUPLJA5PA|449052|2113.65,,36731,160227,E6SUPLJA5PA,449052,2113.65,,403660
36731|160227|E6SUPLJA5PA|449052|2650.00,,36731,160227,E6SUPLJA5PA,449052,2650.00,,403660
36731|160227|E6SUPLJA5PA|449052|324.37,,36731,160227,E6SUPLJA5PA,449052,324.37,,403660
36731|160227|E6SUPLJA5PA|449052|382.00,,36731,160227,E6SUPLJA5PA,449052,382.00,,403660
36731|160227|E6SUPLJA5PA|449052|4723.00,,36731,160227,E6SUPLJA5PA,449052,4723.00,,403660
36731|160227|E6SUPLJA5PA|449052|575.50,,36731,160227,E6SUPLJA5PA,449052,575.50,,403660
36731|160227|E6SUPLJA5PA|449052|6545.76,,36731,160227,E6SUPLJA5PA,449052,6545.76,,403660
36731|160227|E6SUPLJA5PA|449052|8412.00,,36731,160227,E6SUPLJA5PA,449052,8412.00,,403660
3707|160348|E6SUPLJA5PA|339030|108.30,,3707,160348,E6SUPLJA5PA,339030,108.30,,402428
3707|160348|E6SUPLJA5PA|339030|1152.66,,3707,160348,E6SUPLJA5PA,339030,1152.66,,402428
3707|160348|E6SUPLJA5PA|339030|126.70,,3707,160348,E6SUPLJA5PA,339030,126.70,,402428
3707|160348|E6SUPLJA5PA|339030|141.70,,3707,160348,E6SUPLJA5PA,339030,141.70,,402428
3707|160348|E6SUPLJA5PA|339030|1451.00,,3707,160348,E6SUPLJA5PA,339030,1451.00,,402428
3707|160348|E6SUPLJA5PA|339030|160.40,,3707,160348,E6SUPLJA5PA,339030,160.40,,402428
3707|160348|E6SUPLJA5PA|339030|1676.65,,3707,160348,E6SUPLJA5PA,339030,1676.65,,402428
3707|160348|E6SUPLJA5PA|339030|1722.00,,3707,160348,E6SUPLJA5PA,339030,1722.00,,402428
3707|160348|E6SUPLJA5PA|339030|1722.60,,3707,160348,E6SUPLJA5PA,339030,1722.60,,402428
3707|160348|E6SUPLJA5PA|339030|184.94,,3707,160348,E6SUPLJA5PA,339030,184.94,,402428
3707|160348|E6SUPLJA5PA|339030|196.50,,3707,160348,E6SUPLJA5PA,339030,196.50,,402428
3707|160348|E6SUPLJA5PA|339030|2111.00,,3707,160348,E6SUPLJA5PA,339030,2111.00,,402428
3707|160348|E6SUPLJA5PA|339030|250.26,,3707,160348,E6SUPLJA5PA,339030,250.26,,402428
3707|160348|E6SUPLJA5PA|339030|279.66,,3707,160348,E6SUPLJA5PA,339030,279.66,,402428
3707|160348|E6SUPLJA5PA|339030|2932.20,,3707,160348,E6SUPLJA5PA,339030,2932.20,,402428
3707|160348|E6SUPLJA5PA|339030|342.22,,3707,160348,E6SUPLJA5PA,339030,342.22,,402428
3707|160348|E6SUPLJA5PA|339030|3780.00,,3707,160348,E6SUPLJA5PA,339030,3780.00,,402428
3707|160348|E6SUPLJA5PA|339030|4185.00,,3707,160348,E6SUPLJA5PA,339030,4185.00,,402428
3707|160348|E6SUPLJA5PA|339030|419.45,,3707,160348,E6SUPLJA5PA,339030,419.45,,402428
3707|160348|E6SUPLJA5PA|339030|430.00,,3707,160348,E6SUPLJA5PA,339030,430.00,,402428
3707|160348|E6SUPLJA5PA|339030|500.98,,3707,160348,E6SUPLJA5PA,339030,500.98,,402428
3707|160348|E6SUPLJA5PA|339030|531.30,,3707,160348,E6SUPLJA5PA,339030,531.30,,402428
3707|160348|E6SUPLJA5PA|339030|684.45,,3707,160348,E6SUPLJA5PA,339030,684.45,,402428
3707|160348|E6SUPLJA5PA|339030|75.40,,3707,160348,E6SUPLJA5PA,339030,75.40,,402428
3707|160348|E6SUPLJA5PA|339030|785.60,,3707,160348,E6SUPLJA5PA,339030,785.60,,402428
3707|160348|E6SUPLJA5PA|339030|900.00,,3707,160348,E6SUPLJA5PA,339030,900.00,,402428
3707|160348|E6SUPLJA5PA|339039|1048.08,,3707,160348,E6SUPLJA5PA,339039,1048.08,,402457
3707|160348|E6SUPLJA5PA|339039|1219.78,,3707,160348,E6SUPLJA5PA,339039,1219.78,,402457
3707|160348|E6SUPLJA5PA|339039|1245.16,,3707,160348,E6SUPLJA5PA,339039,1245.16,,402457
3707|160348|E6SUPLJA5PA|339039|1445.01,,3707,160348,E6SUPLJA5PA,339039,1445.01,,402457
3707|160348|E6SUPLJA5PA|339039|1500.98,,3707,160348,E6SUPLJA5PA,339039,1500.98,,402457
3707|160348|E6SUPLJA5PA|339039|1586.66,,3707,160348,E6SUPLJA5PA,339039,1586.66,,402457
3707|160348|E6SUPLJA5PA|339039|1819.44,,3707,160348,E6SUPLJA5PA,339039,1819.44,,402457
3707|160348|E6SUPLJA5PA|339039|1857.56,,3707,160348,E6SUPLJA5PA,339039,1857.56,,402457
3707|160348|E6SUPLJA5PA|339039|19152.72,,3707,160348,E6SUPLJA5PA,339039,19152.72,,402457
3707|160348|E6SUPLJA5PA|339039|1977.00,,3707,160348,E6SUPLJA5PA,339039,1977.00,,402457
3707|160348|E6SUPLJA5PA|339039|1990.48,,3707,160348,E6SUPLJA5PA,339039,1990.48,,402457
3707|160348|E6SUPLJA5PA|339039|2245.95,,3707,160348,E6SUPLJA5PA,339039,2245.95,,402457
3707|160348|E6SUPLJA5PA|339039|2289.99,,3707,160348,E6SUPLJA5PA,339039,2289.99,,402457
3707|160348|E6SUPLJA5PA|339039|2537.40,,3707,160348,E6SUPLJA5PA,339039,2537.40,,402457
3707|160348|E6SUPLJA5PA|339039|2556.99,,3707,160348,E6SUPLJA5PA,339039,2556.99,,402457
3707|160348|E6SUPLJA5PA|339039|2578.50,,3707,160348,E6SUPLJA5PA,339039,2578.50,,402457
3707|160348|E6SUPLJA5PA|339039|2631.57,,3707,160348,E6SUPLJA5PA,339039,2631.57,,402457
3707|160348|E6SUPLJA5PA|339039|2655.24,,3707,160348,E6SUPLJA5PA,339039,2655.24,,402457
3707|160348|E6SUPLJA5PA|339039|2702.74,,3707,160348,E6SUPLJA5PA,339039,2702.74,,402457
3707|160348|E6SUPLJA5PA|339039|2738.01,,3707,160348,E6SUPLJA5PA,339039,2738.01,,402457
3707|160348|E6SUPLJA5PA|339039|2815.10,,3707,160348,E6SUPLJA5PA,339039,2815.10,,402457
3707|160348|E6SUPLJA5PA|339039|3933.34,,3707,160348,E6SUPLJA5PA,339039,3933.34,,402457
3707|160348|E6SUPLJA5PA|339039|3940.00,,3707,160348,E6SUPLJA5PA,339039,3940.00,,402457
3707|160348|E6SUPLJA5PA|339039|4167.00,,3707,160348,E6SUPLJA5PA,339039,4167.00,,402457
3707|160348|E6SUPLJA5PA|339039|4213.00,,3707,160348,E6SUPLJA5PA,339039,4213.00,,402457
3707|160348|E6SUPLJA5PA|339039|434.84,,3707,160348,E6SUPLJA5PA,339039,434.84,,402457
3707|160348|E6SUPLJA5PA|339039|5575.70,,3707,160348,E6SUPLJA5PA,339039,5575.70,,402457
3707|160348|E6SUPLJA5PA|339039|5691.00,,3707,160348,E6SUPLJA5PA,339039,5691.00,,402457
3707|160348|E6SUPLJA5PA|339039|5961.00,,3707,160348,E6SUPLJA5PA,339039,5961.00,,402457
3707|160348|E6SUPLJA5PA|339039|640.26,,3707,160348,E6SUPLJA5PA,339039,640.26,,402457
3707|160348|E6SUPLJA5PA|339039|800.28,,3707,160348,E6SUPLJA5PA,339039,800.28,,402457
3707|160348|E6SUPLJA5PA|339039|803.01,,3707,160348,E6SUPLJA5PA,339039,803.01,,402457
3707|160348|E6SUPLJA5PA|339039|827.35,,3707,160348,E6SUPLJA5PA,339039,827.35,,402457
3707|160348|E6SUPLJA5PA|339039|835.17,,3707,160348,E6SUPLJA5PA,339039,835.17,,402457
3707|160348|E6SUPLJA5PA|339039|868.22,,3707,160348,E6SUPLJA5PA,339039,868.22,,402457
3707|160348|E6SUPLJA5PA|449052|10059.99,,3707,160348,E6SUPLJA5PA,449052,10059.99,,402443
3707|160348|E6SUPLJA5PA|449052|12473.36,,3707,160348,E6SUPLJA5PA,449052,12473.36,,402443
3707|160348|E6SUPLJA5PA|449052|12482.60,,3707,160348,E6SUPLJA5PA,449052,12482.60,,402443
3707|160348|E6SUPLJA5PA|449052|12785.83,,3707,160348,E6SUPLJA5PA,449052,12785.83,,402443
3707|160348|E6SUPLJA5PA|449052|12805.16,,3707,160348,E6SUPLJA5PA,449052,12805.16,,402443
3707|160348|E6SUPLJA5PA|449052|1519.18,,3707,160348,E6SUPLJA5PA,449052,1519.18,,402443
3707|160348|E6SUPLJA5PA|449052|1662.66,,3707,160348,E6SUPLJA5PA,449052,1662.66,,402443
3707|160348|E6SUPLJA5PA|449052|1670.00,,3707,160348,E6SUPLJA5PA,449052,1670.00,,402443
3707|160348|E6SUPLJA5PA|449052|2157.23,,3707,160348,E6SUPLJA5PA,449052,2157.23,,402443
3707|160348|E6SUPLJA5PA|449052|2300.00,,3707,160348,E6SUPLJA5PA,449052,2300.00,,402443
3707|160348|E6SUPLJA5PA|449052|2300.60,,3707,160348,E6SUPLJA5PA,449052,2300.60,,402443
3707|160348|E6SUPLJA5PA|449052|2709.44,,3707,160348,E6SUPLJA5PA,449052,2709.44,,402443
3707|160348|E6SUPLJA5PA|449052|2801.21,,3707,160348,E6SUPLJA5PA,449052,2801.21,,402443
3707|160348|E6SUPLJA5PA|449052|2815.01,,3707,160348,E6SUPLJA5PA,449052,2815.01,,402443
3707|160348|E6SUPLJA5PA|449052|3199.22,,3707,160348,E6SUPLJA5PA,449052,3199.22,,402443
3707|160348|E6SUPLJA5PA|449052|3395.40,,3707,160348,E6SUPLJA5PA,449052,3395.40,,402443
3707|160348|E6SUPLJA5PA|449052|3654.91,,3707,160348,E6SUPLJA5PA,449052,3654.91,,402443
3707|160348|E6SUPLJA5PA|449052|3748.19,,3707,160348,E6SUPLJA5PA,449052,3748.19,,402443
3707|160348|E6SUPLJA5PA|449052|3814.76,,3707,160348,E6SUPLJA5PA,449052,3814.76,,402443
3707|160348|E6SUPLJA5PA|449052|3916.36,,3707,160348,E6SUPLJA5PA,449052,3916.36,,402443
3707|160348|E6SUPLJA5PA|449052|3956.26,,3707,160348,E6SUPLJA5PA,449052,3956.26,,402443
3707|160348|E6SUPLJA5PA|449052|4136.73,,3707,160348,E6SUPLJA5PA,449052,4136.73,,402443
3707|160348|E6SUPLJA5PA|449052|532.02,,3707,160348,E6SUPLJA5PA,449052,532.02,,402443
3707|160348|E6SUPLJA5PA|449052|5744.07,,3707,160348,E6SUPLJA5PA,449052,5744.07,,402443
3707|160348|E6SUPLJA5PA|449052|6365.45,,3707,160348,E6SUPLJA5PA,449052,6365.45,,402443
3707|160348|E6SUPLJA5PA|449052|6566.66,,3707,160348,E6SUPLJA5PA,449052,6566.66,,402443
3707|160348|E6SUPLJA5PA|449052|7057.76,,3707,160348,E6SUPLJA5PA,449052,7057.76,,402443
3707|160348|E6SUPLJA5PA|449052|7728.56,,3707,160348,E6SUPLJA5PA,449052,7728.56,,402443
3707|160348|E6SUPLJA5PA|449052|899.78,,3707,160348,E6SUPLJA5PA,449052,899.78,,402443
3707|160348|E6SUPLJA5PA|449052|9099.84,,3707,160348,E6SUPLJA5PA,449052,9099.84,,402443
37812|160161|E6SUPLJA5PA|339030|1050.00,,37812,160161,E6SUPLJA5PA,339030,1050.00,,403467
37812|160161|E6SUPLJA5PA|339030|1140.00,,37812,160161,E6SUPLJA5PA,339030,1140.00,,403467
37812|160161|E6SUPLJA5PA|339030|150.00,,37812,160161,E6SUPLJA5PA,339030,150.00,,403467
37812|160161|E6SUPLJA5PA|339030|1600.00,,37812,160161,E6SUPLJA5PA,339030,1600.00,,403467
37812|160161|E6SUPLJA5PA|339030|1750.00,,37812,160161,E6SUPLJA5PA,339030,1750.00,,403467
37812|160161|E6SUPLJA5PA|339030|1950.00,,37812,160161,E6SUPLJA5PA,339030,1950.00,,403467
37812|160161|E6SUPLJA5PA|339030|1960.00,,37812,160161,E6SUPLJA5PA,339030,1960.00,,403467
37812|160161|E6SUPLJA5PA|339030|200.00,,37812,160161,E6SUPLJA5PA,339030,200.00,,403467
37812|160161|E6SUPLJA5PA|339030|2220.00,,37812,160161,E6SUPLJA5PA,339030,2220.00,,403467
37812|160161|E6SUPLJA5PA|339030|240.00,,37812,160161,E6SUPLJA5PA,339030,240.00,,403467
37812|160161|E6SUPLJA5PA|339030|250.00,,37812,160161,E6SUPLJA5PA,339030,250.00,,403467
37812|160161|E6SUPLJA5PA|339030|2580.00,,37812,160161,E6SUPLJA5PA,339030,2580.00,,403467
37812|160161|E6SUPLJA5PA|339030|270.00,,37812,160161,E6SUPLJA5PA,339030,270.00,,403467
37812|160161|E6SUPLJA5PA|339030|275.00,,37812,160161,E6SUPLJA5PA,339030,275.00,,403467
37812|160161|E6SUPLJA5PA|339030|300.00,,37812,160161,E6SUPLJA5PA,339030,300.00,,403467
37812|160161|E6SUPLJA5PA|339030|3212.00,,37812,160161,E6SUPLJA5PA,339030,3212.00,,403467
37812|160161|E6SUPLJA5PA|339030|3304.00,,37812,160161,E6SUPLJA5PA,339030,3304.00,,403467
37812|160161|E6SUPLJA5PA|339030|3700.00,,37812,160161,E6SUPLJA5PA,339030,3700.00,,403467
37812|160161|E6SUPLJA5PA|339030|375.00,,37812,160161,E6SUPLJA5PA,339030,375.00,,403467
37812|160161|E6SUPLJA5PA|339030|380.00,,37812,160161,E6SUPLJA5PA,339030,380.00,,403467
37812|160161|E6SUPLJA5PA|339030|450.00,,37812,160161,E6SUPLJA5PA,339030,450.00,,403467
37812|160161|E6SUPLJA5PA|339030|4950.00,,37812,160161,E6SUPLJA5PA,339030,4950.00,,403467
37812|160161|E6SUPLJA5PA|339030|759.60,,37812,160161,E6SUPLJA5PA,339030,759.60,,403467
37812|160161|E6SUPLJA5PA|339030|900.00,,37812,160161,E6SUPLJA5PA,339030,900.00,,403467
37812|160161|E6SUPLJA5PA|339039|1560.00,,37812,160161,E6SUPLJA5PA,339039,1560.00,,403226
37812|160161|E6SUPLJA5PA|339039|30000.00,,37812,160161,E6SUPLJA5PA,339039,30000.00,,403209
37812|160161|E6SUPLJA5PA|339039|3600.00,,37812,160161,E6SUPLJA5PA,339039,3600.00,,403226
37812|160161|E6SUPLJA5PA|339039|4000.00,,37812,160161,E6SUPLJA5PA,339039,4000.00,,403226
37812|160161|E6SUPLJA5PA|339039|6000.00,,37812,160161,E6SUPLJA5PA,339039,6000.00,,403209
37812|160161|E6SUPLJA5PA|449052|10050.00,,37812,160161,E6SUPLJA5PA,449052,10050.00,,403177
37812|160161|E6SUPLJA5PA|449052|11808.12,,37812,160161,E6SUPLJA5PA,449052,11808.12,,403177
37812|160161|E6SUPLJA5PA|449052|11821.30,,37812,160161,E6SUPLJA5PA,449052,11821.30,,403177
37812|160161|E6SUPLJA5PA|449052|15000.00,,37812,160161,E6SUPLJA5PA,449052,15000.00,,403283
37812|160161|E6SUPLJA5PA|449052|15408.00,,37812,160161,E6SUPLJA5PA,449052,15408.00,,403177
37812|160161|E6SUPLJA5PA|449052|25000.00,,37812,160161,E6SUPLJA5PA,449052,25000.00,,403177
37812|160161|E6SUPLJA5PA|449052|33951.58,,37812,160161,E6SUPLJA5PA,449052,33951.58,,403177
37812|160161|E6SUPLJA5PA|449052|3500.00,,37812,160161,E6SUPLJA5PA,449052,3500.00,,403283
37812|160161|E6SUPLJA5PA|449052|6022.24,,37812,160161,E6SUPLJA5PA,449052,6022.24,,403177
37812|160161|E6SUPLJA5PA|449052|6200.00,,37812,160161,E6SUPLJA5PA,449052,6200.00,,403177
37812|160161|E6SUPLJA5PA|449052|8550.00,,37812,160161,E6SUPLJA5PA,449052,8550.00,,403177
37812|160161|||1000.00,,37812,160161,,,1000.00,,403283
37812|160161|||1200.00,,37812,160161,,,1200.00,,403226
37812|160161|||1500.00,,37812,160161,,,1500.00,,403283
37812|160161|||2000.00,,37812,160161,,,2000.00,,403283
37812|160161|||3000.00,,37812,160161,,,3000.00,,403283
37812|160161|||600.00,,37812,160161,,,600.00,,403226
3806|160353|E6SUPLJA5PA|339030|1410.00,,3806,160353,E6SUPLJA5PA,339030,1410.00,,402433
3806|160353|E6SUPLJA5PA|339030|1500.00,,3806,160353,E6SUPLJA5PA,339030,1500.00,,402433
3806|160353|E6SUPLJA5PA|339030|385.50,,3806,160353,E6SUPLJA5PA,339030,385.50,,402433
3806|160353|E6SUPLJA5PA|339030|450.00,,3806,160353,E6SUPLJA5PA,339030,450.00,,402433
3806|160353|E6SUPLJA5PA|339030|500.00,,3806,160353,E6SUPLJA5PA,339030,500.00,,402433
3806|160353|E6SUPLJA5PA|339030|705.00,,3806,160353,E6SUPLJA5PA,339030,705.00,,402433
3806|160353|E6SUPLJA5PA|339030|750.00,,3806,160353,E6SUPLJA5PA,339030,750.00,,402433
3806|160353|E6SUPLJA5PA|339039|600.00,,3806,160353,E6SUPLJA5PA,339039,600.00,,402460
3806|160353|E6SUPLJA5PA|339039|636.00,,3806,160353,E6SUPLJA5PA,339039,636.00,,402460
3806|160353|E6SUPLJA5PA|339039|7884.00,,3806,160353,E6SUPLJA5PA,339039,7884.00,,402460
3806|160353|E6SUPLJA5PA|339039|900.00,,3806,160353,E6SUPLJA5PA,339039,900.00,,402460
3806|160353|E6SUPLJA5PA|449052|11880.00,,3806,160353,E6SUPLJA5PA,449052,11880.00,,402448
3806|160353|E6SUPLJA5PA|449052|14200.00,,3806,160353,E6SUPLJA5PA,449052,14200.00,,402448
3806|160353|E6SUPLJA5PA|449052|16587.00,,3806,160353,E6SUPLJA5PA,449052,16587.00,,402448
