cache_key,numero_solicitacao,codom,codug,pi,nd,valor,om_chave,nc_siafi
0|160002|||0.00,,0,160002,,,0.00,,402388
0|160004|||0.00,,0,160004,,,0.00,,403145
0|160005|||0.00,,0,160005,,,0.00,,402412
0|160006|||0.00,,0,160006,,,0.00,,402394
0|160007|||0.00,,0,160007,,,0.00,,402334
0|160008|||0.00,,0,160008,,,0.00,,402399
0|160011|||0.00,,0,160011,,,0.00,,402402
0|160012|||0.00,,0,160012,,,0.00,,402403
0|160013|||0.00,,0,160013,,,0.00,,402405
0|160014|||0.00,,0,160014,,,0.00,,402407
0|160016|||0.00,,0,160016,,,0.00,,402409
0|160017|||0.00,,0,160017,,,0.00,,402413
0|160018|||0.00,,0,160018,,,0.00,,402233
0|160020|||0.00,,0,160020,,,0.00,,402417
0|160021|||0.00,,0,160021,,,0.00,,402362
0|160022|||0.00,,0,160022,,,0.00,,402455
0|160023|||0.00,,0,160023,,,0.00,,403119
0|160024|||0.00,,0,160024,,,0.00,,402424
0|160027|||0.00,,0,160027,,,0.00,,402813
0|160028|||0.00,,0,160028,,,0.00,,403401
0|160030|||0.00,,0,160030,,,0.00,,403402
0|160033|||0.00,,0,160033,,,0.00,,403403
0|160034|||0.00,,0,160034,,,0.00,,403125
0|160036|||0.00,,0,160036,,,0.00,,403399
0|160038|||0.00,,0,160038,,,0.00,,403400
0|160039|||0.00,,0,160039,,,0.00,,403406
0|160040|||0.00,,0,160040,,,0.00,,403090
0|160041|||0.00,,0,160041,,,0.00,,402288
0|160045|||0.00,,0,160045,,,0.00,,402384
0|160046|||0.00,,0,160046,,,0.00,,402375
0|160049|||0.00,,0,160049,,,0.00,,402291
0|160050|||0.00,,0,160050,,,0.00,,402324
0|160053|||0.00,,0,160053,,,0.00,,402298
0|160055|||0.00,,0,160055,,,0.00,,402346
0|160057|||0.00,,0,160057,,,0.00,,402347
0|160058|||0.00,,0,160058,,,0.00,,402348
0|160059|||0.00,,0,160059,,,0.00,,402386
0|160060|||0.00,,0,160060,,,0.00,,402387
0|160062|||0.00,,0,160062,,,0.00,,402303
0|160064|||0.00,,0,160064,,,0.00,,402353
0|160072|||0.00,,0,160072,,,0.00,,401580
0|160074|||0.00,,0,160074,,,0.00,,403173
0|160077|||0.00,,0,160077,,,0.00,,403037
0|160078|||0.00,,0,160078,,,0.00,,403193
0|160079|||0.00,,0,160079,,,0.00,,402952
0|160081|||0.00,,0,160081,,,0.00,,403447
0|160086|||0.00,,0,160086,,,0.00,,402393
0|160088|||0.00,,0,160088,,,0.00,,402360
0|160093|||0.00,,0,160093,,,0.00,,402487
0|160095|||0.00,,0,160095,,,0.00,,403473
0|160098|||0.00,,0,160098,,,0.00,,402361
0|160102|||0.00,,0,160102,,,0.00,,402312
0|160103|||0.00,,0,160103,,,0.00,,403448
0|160106|||0.00,,0,160106,,,0.00,,402314
0|160108|||0.00,,0,160108,,,0.00,,403269
0|160109|||0.00,,0,160109,,,0.00,,403020
0|160110|||0.00,,0,160110,,,0.00,,403021
0|160111|||0.00,,0,160111,,,0.00,,403297
0|160113|||0.00,,0,160113,,,0.00,,403284
0|160116|||0.00,,0,160116,,,0.00,,403286
0|160118|||0.00,,0,160118,,,0.00,,403025
0|160120|||0.00,,0,160120,,,0.00,,403026
0|160121|||0.00,,0,160121,,,0.00,,403027
0|160122|||0.00,,0,160122,,,0.00,,403028
0|160123|||0.00,,0,160123,,,0.00,,403290
0|160126|||0.00,,0,160126,,,0.00,,403031
0|160127|||0.00,,0,160127,,,0.00,,403032
0|160129|||0.00,,0,160129,,,0.00,,402713
0|160130|||0.00,,0,160130,,,0.00,,402315
0|160131|||0.00,,0,160131,,,0.00,,403474
0|160132|||0.00,,0,160132,,,0.00,,403475
0|160133|||0.00,,0,160133,,,0.00,,403199
0|160134|||0.00,,0,160134,,,0.00,,402887
0|160136|||0.00,,0,160136,,,0.00,,403498
0|160137|||0.00,,0,160137,,,0.00,,402456
0|160139|||0.00,,0,160139,,,0.00,,403147
0|160142|||0.00,,0,160142,,,0.00,,403331
0|160143|||0.00,,0,160143,,,0.00,,403333
0|160145|||0.00,,0,160145,,,0.00,,403202
0|160146|||0.00,,0,160146,,,0.00,,403480
0|160147|||0.00,,0,160147,,,0.00,,403481
0|160148|||0.00,,0,160148,,,0.00,,402320
0|160149|||0.00,,0,160149,,,0.00,,403371
0|160150|||0.00,,0,160150,,,0.00,,403482
0|160151|||0.00,,0,160151,,,0.00,,403483
0|160152|||0.00,,0,160152,,,0.00,,403211
0|160153|||0.00,,0,160153,,,0.00,,403485
0|160155|||0.00,,0,160155,,,0.00,,403214
0|160157|||0.00,,0,160157,,,0.00,,403218
0|160159|||0.00,,0,160159,,,0.00,,403220
0|160160|||0.00,,0,160160,,,0.00,,403176
0|160161|||0.00,,0,160161,,,0.00,,403467
0|160165|||0.00,,0,160165,,,0.00,,403451
0|160166|||0.00,,0,160166,,,0.00,,403212
0|160167|||0.00,,0,160167,,,0.00,,403453
0|160168|||0.00,,0,160168,,,0.00,,403454
0|160170|||0.00,,0,160170,,,0.00,,403458
0|160171|||0.00,,0,160171,,,0.00,,403184
0|160173|||0.00,,0,160173,,,0.00,,403149
0|160175|||0.00,,0,160175,,,0.00,,403419
0|160177|||0.00,,0,160177,,,0.00,,403420
0|160179|||0.00,,0,160179,,,0.00,,403152
0|160185|||0.00,,0,160185,,,0.00,,403142
0|160186|||0.00,,0,160186,,,0.00,,402366
0|160191|||0.00,,0,160191,,,0.00,,403165
0|160192|||0.00,,0,160192,,,0.00,,403038
0|160196|||0.00,,0,160196,,,0.00,,403186
0|160198|||0.00,,0,160198,,,0.00,,403143
0|160200|||0.00,,0,160200,,,0.00,,403167
0|160202|||0.00,,0,160202,,,0.00,,402325
0|160203|||0.00,,0,160203,,,0.00,,402295
0|160204|||0.00,,0,160204,,,0.00,,402332
0|160206|||0.00,,0,160206,,,0.00,,403039
0|160207|||0.00,,0,160207,,,0.00,,403301
0|160209|||0.00,,0,160209,,,0.00,,403620
0|160211|||0.00,,0,160211,,,0.00,,403043
0|160212|||0.00,,0,160212,,,0.00,,403305
0|160213|||0.00,,0,160213,,,0.00,,403045
0|160214|||0.00,,0,160214,,,0.00,,403622
0|160216|||0.00,,0,160216,,,0.00,,403308
0|160217|||0.00,,0,160217,,,0.00,,403047
0|160218|||0.00,,0,160218,,,0.00,,403187
0|160222|||0.00,,0,160222,,,0.00,,403310
0|160223|||0.00,,0,160223,,,0.00,,403658
0|160224|||0.00,,0,160224,,,0.00,,403312
0|160225|||0.00,,0,160225,,,0.00,,403274
0|160226|||0.00,,0,160226,,,0.00,,403623
0|160227|||0.00,,0,160227,,,0.00,,403660
0|160228|||0.00,,0,160228,,,0.00,,403661
0|160229|||0.00,,0,160229,,,0.00,,403625
0|160230|||0.00,,0,160230,,,0.00,,403643
0|160232|||0.00,,0,160232,,,0.00,,403318
0|160234|||0.00,,0,160234,,,0.00,,403645
0|160236|||0.00,,0,160236,,,0.00,,402491
0|160237|||0.00,,0,160237,,,0.00,,402889
0|160239|||0.00,,0,160239,,,0.00,,402890
0|160245|||0.00,,0,160245,,,0.00,,402501
0|160246|||0.00,,0,160246,,,0.00,,402502
0|160247|||0.00,,0,160247,,,0.00,,402532
0|160249|||0.00,,0,160249,,,0.00,,402533
0|160250|||0.00,,0,160250,,,0.00,,402586
0|160251|||0.00,,0,160251,,,0.00,,402894
0|160252|||0.00,,0,160252,,,0.00,,402895
0|160255|||0.00,,0,160255,,,0.00,,402896
0|160259|||0.00,,0,160259,,,0.00,,402536
0|160262|||0.00,,0,160262,,,0.00,,402774
0|160265|||0.00,,0,160265,,,0.00,,402898
0|160267|||0.00,,0,160267,,,0.00,,402899
0|160270|||0.00,,0,160270,,,0.00,,402900
0|160274|||0.00,,0,160274,,,0.00,,402539
0|160278|||0.00,,0,160278,,,0.00,,402902
0|160279|||0.00,,0,160279,,,0.00,,402903
0|160288|||0.00,,0,160288,,,0.00,,402542
0|160289|||0.00,,0,160289,,,0.00,,402905
0|160291|||0.00,,0,160291,,,0.00,,402544
0|160292|||0.00,,0,160292,,,0.00,,402907
0|160296|||0.00,,0,160296,,,0.00,,402926
0|160297|||0.00,,0,160297,,,0.00,,403511
0|160299|||0.00,,0,160299,,,0.00,,402938
0|160303|||0.00,,0,160303,,,0.00,,402908
0|160311|||0.00,,0,160311,,,0.00,,402546
0|160313|||0.00,,0,160313,,,0.00,,402547
0|160315|||0.00,,0,160315,,,0.00,,402911
0|160317|||0.00,,0,160317,,,0.00,,402518
0|160318|||0.00,,0,160318,,,0.00,,402913
0|160322|||0.00,,0,160322,,,0.00,,402551
0|160323|||0.00,,0,160323,,,0.00,,402552
0|160324|||0.00,,0,160324,,,0.00,,402553
0|160327|||0.00,,0,160327,,,0.00,,402917
0|160328|||0.00,,0,160328,,,0.00,,402523
0|160334|||0.00,,0,160334,,,0.00,,402524
0|160338|||0.00,,0,160338,,,0.00,,402919
0|160339|||0.00,,0,160339,,,0.00,,403432
0|160342|||0.00,,0,160342,,,0.00,,403280
0|160343|||0.00,,0,160343,,,0.00,,403170
0|160346|||0.00,,0,160346,,,0.00,,402427
0|160348|||0.00,,0,160348,,,0.00,,402443
0|160349|||0.00,,0,160349,,,0.00,,402467
0|160350|||0.00,,0,160350,,,0.00,,402247
0|160351|||0.00,,0,160351,,,0.00,,402431
0|160352|||0.00,,0,160352,,,0.00,,402432
0|160353|||0.00,,0,160353,,,0.00,,402460
0|160354|||0.00,,0,160354,,,0.00,,402775
0|160356|||0.00,,0,160356,,,0.00,,402589
0|160357|||0.00,,0,160357,,,0.00,,402590
0|160358|||0.00,,0,160358,,,0.00,,402780
0|160359|||0.00,,0,160359,,,0.00,,402783
0|160360|||0.00,,0,160360,,,0.00,,402960
0|160361|||0.00,,0,160361,,,0.00,,402787
0|160362|||0.00,,0,160362,,,0.00,,402962
0|160363|||0.00,,0,160363,,,0.00,,402751
0|160364|||0.00,,0,160364,,,0.00,,402964
0|160365|||0.00,,0,160365,,,0.00,,402796
0|160366|||0.00,,0,160366,,,0.00,,402798
0|160367|||0.00,,0,160367,,,0.00,,402600
0|160368|||0.00,,0,160368,,,0.00,,402800
0|160369|||0.00,,0,160369,,,0.00,,402968
0|160375|||0.00,,0,160375,,,0.00,,402969
0|160376|||0.00,,0,160376,,,0.00,,402602
0|160377|||0.00,,0,160377,,,0.00,,402971
0|160378|||0.00,,0,160378,,,0.00,,402740
0|160379|||0.00,,0,160379,,,0.00,,402604
0|160382|||0.00,,0,160382,,,0.00,,402605
0|160383|||0.00,,0,160383,,,0.00,,402974
0|160384|||0.00,,0,160384,,,0.00,,402975
0|160386|||0.00,,0,160386,,,0.00,,402809
0|160387|||0.00,,0,160387,,,0.00,,402608
0|160389|||0.00,,0,160389,,,0.00,,402609
0|160391|||0.00,,0,160391,,,0.00,,402979
0|160392|||0.00,,0,160392,,,0.00,,403014
0|160399|||0.00,,0,160399,,,0.00,,402611
0|160400|||0.00,,0,160400,,,0.00,,402981
0|160401|||0.00,,0,160401,,,0.00,,402982
0|160402|||0.00,,0,160402,,,0.00,,402820
0|160403|||0.00,,0,160403,,,0.00,,402984
0|160404|||0.00,,0,160404,,,0.00,,402985
0|160406|||0.00,,0,160406,,,0.00,,402986
0|160407|||0.00,,0,160407,,,0.00,,402987
0|160410|||0.00,,0,160410,,,0.00,,403237
0|160411|||0.00,,0,160411,,,0.00,,402989
0|160413|||0.00,,0,160413,,,0.00,,403521
0|160415|||0.00,,0,160415,,,0.00,,403240
0|160416|||0.00,,0,160416,,,0.00,,402991
0|160417|||0.00,,0,160417,,,0.00,,402992
0|160418|||0.00,,0,160418,,,0.00,,403243
0|160420|||0.00,,0,160420,,,0.00,,402994
0|160421|||0.00,,0,160421,,,0.00,,403245
0|160422|||0.00,,0,160422,,,0.00,,402996
0|160423|||0.00,,0,160423,,,0.00,,403247
0|160426|||0.00,,0,160426,,,0.00,,402253
0|160428|||0.00,,0,160428,,,0.00,,402999
0|160429|||0.00,,0,160429,,,0.00,,403250
0|160430|||0.00,,0,160430,,,0.00,,403001
0|160431|||0.00,,0,160431,,,0.00,,403252
0|160433|||0.00,,0,160433,,,0.00,,403253
0|160434|||0.00,,0,160434,,,0.00,,403004
0|160435|||0.00,,0,160435,,,0.00,,403005
0|160436|||0.00,,0,160436,,,0.00,,403006
0|160437|||0.00,,0,160437,,,0.00,,403007
0|160438|||0.00,,0,160438,,,0.00,,403008
0|160440|||0.00,,0,160440,,,0.00,,403324
0|160441|||0.00,,0,160441,,,0.00,,403647
0|160443|||0.00,,0,160443,,,0.00,,403327
0|160444|||0.00,,0,160444,,,0.00,,403628
0|160445|||0.00,,0,160445,,,0.00,,403629
0|160446|||0.00,,0,160446,,,0.00,,403066
0|160447|||0.00,,0,160447,,,0.00,,403630
0|160448|||0.00,,0,160448,,,0.00,,403068
0|160450|||0.00,,0,160450,,,0.00,,403631
0|160454|||0.00,,0,160454,,,0.00,,403138
0|160456|||0.00,,0,160456,,,0.00,,402927
0|160457|||0.00,,0,160457,,,0.00,,402664
0|160466|||0.00,,0,160466,,,0.00,,402750
0|160468|||0.00,,0,160468,,,0.00,,402667
0|160469|||0.00,,0,160469,,,0.00,,402930
0|160470|||0.00,,0,160470,,,0.00,,402931
0|160471|||0.00,,0,160471,,,0.00,,402932
0|160472|||0.00,,0,160472,,,0.00,,402671
0|160473|||0.00,,0,160473,,,0.00,,402567
0|160474|||0.00,,0,160474,,,0.00,,402672
0|160478|||0.00,,0,160478,,,0.00,,402935
0|160479|||0.00,,0,160479,,,0.00,,403009
0|160482|||0.00,,0,160482,,,0.00,,402434
0|160484|||0.00,,0,160484,,,0.00,,402676
0|160487|||0.00,,0,160487,,,0.00,,402679
0|160494|||0.00,,0,160494,,,0.00,,402941
0|160495|||0.00,,0,160495,,,0.00,,402682
0|160498|||0.00,,0,160498,,,0.00,,402573
0|160501|||0.00,,0,160501,,,0.00,,402628
0|160512|||0.00,,0,160512,,,0.00,,403344
0|160514|||0.00,,0,160514,,,0.00,,403010
0|160515|||0.00,,0,160515,,,0.00,,402435
0|160517|||0.00,,0,160517,,,0.00,,403348
0|160518|||0.00,,0,160518,,,0.00,,402944
0|160520|||0.00,,0,160520,,,0.00,,403464
0|160521|||0.00,,0,160521,,,0.00,,403491
0|160523|||0.00,,0,160523,,,0.00,,403034
0|160524|||0.00,,0,160524,,,0.00,,403633
0|160525|||0.00,,0,160525,,,0.00,,403128
0|160526|||0.00,,0,160526,,,0.00,,403011
0|160528|||0.00,,0,160528,,,0.00,,402368
0|160529|||0.00,,0,160529,,,0.00,,402708
0|160530|||0.00,,0,160530,,,0.00,,403495
0|160531|||0.00,,0,160531,,,0.00,,403261
0|160536|||0.00,,0,160536,,,0.00,,402463
0|160537|||0.00,,0,160537,,,0.00,,402470
0|160545|||0.00,,0,160545,,,0.00,,402437
0|160547|||0.00,,0,160547,,,0.00,,402369
0|160907|||0.00,,0,160907,,,0.00,,402235
10017|160006|E6SUPLJA5PA|339030|100.00,,10017,160006,E6SUPLJA5PA,339030,100.00,,402394
10017|160006|E6SUPLJA5PA|339030|1000.00,,10017,160006,E6SUPLJA5PA,339030,1000.00,,402394
10017|160006|E6SUPLJA5PA|339030|105.00,,10017,160006,E6SUPLJA5PA,339030,105.00,,402394
10017|160006|E6SUPLJA5PA|339030|117.60,,10017,160006,E6SUPLJA5PA,339030,117.60,,402394
10017|160006|E6SUPLJA5PA|339030|12.00,,10017,160006,E6SUPLJA5PA,339030,12.00,,402394
10017|160006|E6SUPLJA5PA|339030|120.00,,10017,160006,E6SUPLJA5PA,339030,120.00,,402394
10017|160006|E6SUPLJA5PA|339030|1200.00,,10017,160006,E6SUPLJA5PA,339030,1200.00,,402394
10017|160006|E6SUPLJA5PA|339030|1225.00,,10017,160006,E6SUPLJA5PA,339030,1225.00,,402394
10017|160006|E6SUPLJA5PA|339030|1240.00,,10017,160006,E6SUPLJA5PA,339030,1240.00,,402394
10017|160006|E6SUPLJA5PA|339030|150.00,,10017,160006,E6SUPLJA5PA,339030,150.00,,402394
10017|160006|E6SUPLJA5PA|339030|1500.00,,10017,160006,E6SUPLJA5PA,339030,1500.00,,402394
10017|160006|E6SUPLJA5PA|339030|154.00,,10017,160006,E6SUPLJA5PA,339030,154.00,,402394
10017|160006|E6SUPLJA5PA|339030|158.00,,10017,160006,E6SUPLJA5PA,339030,158.00,,402394
10017|160006|E6SUPLJA5PA|339030|1660.00,,10017,160006,E6SUPLJA5PA,339030,1660.00,,402394
10017|160006|E6SUPLJA5PA|339030|1700.00,,10017,160006,E6SUPLJA5PA,339030,1700.00,,402394
10017|160006|E6SUPLJA5PA|339030|180.00,,10017,160006,E6SUPLJA5PA,339030,180.00,,402394
10017|160006|E6SUPLJA5PA|339030|190.00,,10017,160006,E6SUPLJA5PA,339030,190.00,,402394
10017|160006|E6SUPLJA5PA|339030|20.00,,10017,160006,E6SUPLJA5PA,339030,20.00,,402394
10017|160006|E6SUPLJA5PA|339030|2000.00,,10017,160006,E6SUPLJA5PA,339030,2000.00,,402394
10017|160006|E6SUPLJA5PA|339030|207.50,,10017,160006,E6SUPLJA5PA,339030,207.50,,402394
10017|160006|E6SUPLJA5PA|339030|220.00,,10017,160006,E6SUPLJA5PA,339030,220.00,,402394
10017|160006|E6SUPLJA5PA|339030|224.00,,10017,160006,E6SUPLJA5PA,339030,224.00,,402394
10017|160006|E6SUPLJA5PA|339030|225.00,,10017,160006,E6SUPLJA5PA,339030,225.00,,402394
10017|160006|E6SUPLJA5PA|339030|230.00,,10017,160006,E6SUPLJA5PA,339030,230.00,,402394
10017|160006|E6SUPLJA5PA|339030|240.00,,10017,160006,E6SUPLJA5PA,339030,240.00,,402394
10017|160006|E6SUPLJA5PA|339030|253.50,,10017,160006,E6SUPLJA5PA,339030,253.50,,402394
10017|160006|E6SUPLJA5PA|339030|265.00,,10017,160006,E6SUPLJA5PA,339030,265.00,,402394
10017|160006|E6SUPLJA5PA|339030|280.00,,10017,160006,E6SUPLJA5PA,339030,280.00,,402394
10017|160006|E6SUPLJA5PA|339030|2900.00,,10017,160006,E6SUPLJA5PA,339030,2900.00,,402394
10017|160006|E6SUPLJA5PA|339030|300.00,,10017,160006,E6SUPLJA5PA,339030,300.00,,402394
10017|160006|E6SUPLJA5PA|339030|3135.00,,10017,160006,E6SUPLJA5PA,339030,3135.00,,402394
10017|160006|E6SUPLJA5PA|339030|330.00,,10017,160006,E6SUPLJA5PA,339030,330.00,,402394
10017|160006|E6SUPLJA5PA|339030|358.00,,10017,160006,E6SUPLJA5PA,339030,358.00,,402394
10017|160006|E6SUPLJA5PA|339030|365.00,,10017,160006,E6SUPLJA5PA,339030,365.00,,402394
10017|160006|E6SUPLJA5PA|339030|390.00,,10017,160006,E6SUPLJA5PA,339030,390.00,,402394
10017|160006|E6SUPLJA5PA|339030|410.00,,10017,160006,E6SUPLJA5PA,339030,410.00,,402394
10017|160006|E6SUPLJA5PA|339030|420.00,,10017,160006,E6SUPLJA5PA,339030,420.00,,402394
10017|160006|E6SUPLJA5PA|339030|450.00,,10017,160006,E6SUPLJA5PA,339030,450.00,,402394
10017|160006|E6SUPLJA5PA|339030|4500.00,,10017,160006,E6SUPLJA5PA,339030,4500.00,,402394
10017|160006|E6SUPLJA5PA|339030|473.25,,10017,160006,E6SUPLJA5PA,339030,473.25,,402394
10017|160006|E6SUPLJA5PA|339030|50.00,,10017,160006,E6SUPLJA5PA,339030,50.00,,402394
10017|160006|E6SUPLJA5PA|339030|500.00,,10017,160006,E6SUPLJA5PA,339030,500.00,,402394
10017|160006|E6SUPLJA5PA|339030|550.00,,10017,160006,E6SUPLJA5PA,339030,550.00,,402394
10017|160006|E6SUPLJA5PA|339030|5500.00,,10017,160006,E6SUPLJA5PA,339030,5500.00,,402394
10017|160006|E6SUPLJA5PA|339030|554.00,,10017,160006,E6SUPLJA5PA,339030,554.00,,402394
10017|160006|E6SUPLJA5PA|339030|580.00,,10017,160006,E6SUPLJA5PA,339030,580.00,,402394
10017|160006|E6SUPLJA5PA|339030|60.00,,10017,160006,E6SUPLJA5PA,339030,60.00,,402394
10017|160006|E6SUPLJA5PA|339030|630.00,,10017,160006,E6SUPLJA5PA,339030,630.00,,402394
10017|160006|E6SUPLJA5PA|339030|700.00,,10017,160006,E6SUPLJA5PA,339030,700.00,,402394
10017|160006|E6SUPLJA5PA|339030|72.50,,10017,160006,E6SUPLJA5PA,339030,72.50,,402394
10017|160006|E6SUPLJA5PA|339030|800.00,,10017,160006,E6SUPLJA5PA,339030,800.00,,402394
10017|160006|E6SUPLJA5PA|339030|85.00,,10017,160006,E6SUPLJA5PA,339030,85.00,,402394
10017|160006|E6SUPLJA5PA|339030|90.00,,10017,160006,E6SUPLJA5PA,339030,90.00,,402394
10017|160006|E6SUPLJA5PA|339030|936.00,,10017,160006,E6SUPLJA5PA,339030,936.00,,402394
10017|160006|E6SUPLJA5PA|339030|95.00,,10017,160006,E6SUPLJA5PA,339030,95.00,,402394
10017|160006|E6SUPLJA5PA|339030|990.00,,10017,160006,E6SUPLJA5PA,339030,990.00,,402394
10017|160006|E6SUPLJA5PA|339039|10313.34,,10017,160006,E6SUPLJA5PA,339039,10313.34,,402414
10017|160006|E6SUPLJA5PA|339039|12150.00,,10017,160006,E6SUPLJA5PA,339039,12150.00,,402414
10017|160006|E6SUPLJA5PA|339039|12445.34,,10017,160006,E6SUPLJA5PA,339039,12445.34,,402414
10017|160006|E6SUPLJA5PA|339039|12600.00,,10017,160006,E6SUPLJA5PA,339039,12600.00,,402414
10017|160006|E6SUPLJA5PA|339039|15200.25,,10017,160006,E6SUPLJA5PA,339039,15200.25,,402414
10017|160006|E6SUPLJA5PA|339039|18000.00,,10017,160006,E6SUPLJA5PA,339039,18000.00,,402414
10017|160006|E6SUPLJA5PA|339039|19685.17,,10017,160006,E6SUPLJA5PA,339039,19685.17,,402414
10017|160006|E6SUPLJA5PA|339039|2016.00,,10017,160006,E6SUPLJA5PA,339039,2016.00,,402414
10017|160006|E6SUPLJA5PA|339039|20723.35,,10017,160006,E6SUPLJA5PA,339039,20723.35,,402414
10017|160006|E6SUPLJA5PA|339039|37500.00,,10017,160006,E6SUPLJA5PA,339039,37500.00,,402414
10017|160006|E6SUPLJA5PA|339039|3875.00,,10017,160006,E6SUPLJA5PA,339039,3875.00,,402414
10017|160006|E6SUPLJA5PA|339039|4147.33,,10017,160006,E6SUPLJA5PA,339039,4147.33,,402414
10017|160006|E6SUPLJA5PA|339039|4206.67,,10017,160006,E6SUPLJA5PA,339039,4206.67,,402414
10017|160006|E6SUPLJA5PA|339039|4323.20,,10017,160006,E6SUPLJA5PA,339039,4323.20,,402414
10017|160006|E6SUPLJA5PA|339039|4622.67,,10017,160006,E6SUPLJA5PA,339039,4622.67,,402414
10017|160006|E6SUPLJA5PA|339039|5132.85,,10017,160006,E6SUPLJA5PA,339039,5132.85,,402414
10017|160006|E6SUPLJA5PA|339039|5149.67,,10017,160006,E6SUPLJA5PA,339039,5149.67,,402414
10017|160006|E6SUPLJA5PA|339039|5420.28,,10017,160006,E6SUPLJA5PA,339039,5420.28,,402414
10017|160006|E6SUPLJA5PA|339039|5841.34,,10017,160006,E6SUPLJA5PA,339039,5841.34,,402414
10017|160006|E6SUPLJA5PA|339039|9170.00,,10017,160006,E6SUPLJA5PA,339039,9170.00,,402414
10017|160006|E6SUPLJA5PA|339039|9696.17,,10017,160006,E6SUPLJA5PA,339039,9696.17,,402414
10017|160006|E6SUPLJA5PA|449052|1001.01,,10017,160006,E6SUPLJA5PA,449052,1001.01,,402333
10017|160006|E6SUPLJA5PA|449052|10400.00,,10017,160006,E6SUPLJA5PA,449052,10400.00,,402333
10017|160006|E6SUPLJA5PA|449052|12731.36,,10017,160006,E6SUPLJA5PA,449052,12731.36,,402333
10017|160006|E6SUPLJA5PA|449052|1310.00,,10017,160006,E6SUPLJA5PA,449052,1310.00,,402333
10017|160006|E6SUPLJA5PA|449052|13196.00,,10017,160006,E6SUPLJA5PA,449052,13196.00,,402333
10017|160006|E6SUPLJA5PA|449052|13935.00,,10017,160006,E6SUPLJA5PA,449052,13935.00,,402333
10017|160006|E6SUPLJA5PA|449052|1400.00,,10017,160006,E6SUPLJA5PA,449052,1400.00,,402333
10017|160006|E6SUPLJA5PA|449052|1517.13,,10017,160006,E6SUPLJA5PA,449052,1517.13,,402333
10017|160006|E6SUPLJA5PA|449052|1565.32,,10017,160006,E6SUPLJA5PA,449052,1565.32,,402333
10017|160006|E6SUPLJA5PA|449052|1662.54,,10017,160006,E6SUPLJA5PA,449052,1662.54,,402333
10017|160006|E6SUPLJA5PA|449052|1782.50,,10017,160006,E6SUPLJA5PA,449052,1782.50,,402333
10017|160006|E6SUPLJA5PA|449052|1890.00,,10017,160006,E6SUPLJA5PA,449052,1890.00,,402333
10017|160006|E6SUPLJA5PA|449052|1920.00,,10017,160006,E6SUPLJA5PA,449052,1920.00,,402333
10017|160006|E6SUPLJA5PA|449052|19494.45,,10017,160006,E6SUPLJA5PA,449052,19494.45,,402333
10017|160006|E6SUPLJA5PA|449052|1953.00,,10017,160006,E6SUPLJA5PA,449052,1953.00,,402333
10017|160006|E6SUPLJA5PA|449052|19798.00,,10017,160006,E6SUPLJA5PA,449052,19798.00,,402333
10017|160006|E6SUPLJA5PA|449052|1981.00,,10017,160006,E6SUPLJA5PA,449052,1981.00,,402333
10017|160006|E6SUPLJA5PA|449052|2136.00,,10017,160006,E6SUPLJA5PA,449052,2136.00,,402333
10017|160006|E6SUPLJA5PA|449052|21682.00,,10017,160006,E6SUPLJA5PA,449052,21682.00,,402333
10017|160006|E6SUPLJA5PA|449052|2200.00,,10017,160006,E6SUPLJA5PA,449052,2200.00,,402333
10017|160006|E6SUPLJA5PA|449052|2252.00,,10017,160006,E6SUPLJA5PA,449052,2252.00,,402333
10017|160006|E6SUPLJA5PA|449052|233.57,,10017,160006,E6SUPLJA5PA,449052,233.57,,402333
10017|160006|E6SUPLJA5PA|449052|2351.24,,10017,160006,E6SUPLJA5PA,449052,2351.24,,402333
10017|160006|E6SUPLJA5PA|449052|23712.00,,10017,160006,E6SUPLJA5PA,449052,23712.00,,402333
10017|160006|E6SUPLJA5PA|449052|2523.16,,10017,160006,E6SUPLJA5PA,449052,2523.16,,402333
10017|160006|E6SUPLJA5PA|449052|2563.50,,10017,160006,E6SUPLJA5PA,449052,2563.50,,402333
10017|160006|E6SUPLJA5PA|449052|265.22,,10017,160006,E6SUPLJA5PA,449052,265.22,,402333
10017|160006|E6SUPLJA5PA|449052|2785.00,,10017,160006,E6SUPLJA5PA,449052,2785.00,,402333
10017|160006|E6SUPLJA5PA|449052|2799.00,,10017,160006,E6SUPLJA5PA,449052,2799.00,,402333
10017|160006|E6SUPLJA5PA|449052|2817.50,,10017,160006,E6SUPLJA5PA,449052,2817.50,,402333
10017|160006|E6SUPLJA5PA|449052|2861.00,,10017,160006,E6SUPLJA5PA,449052,2861.00,,402333
10017|160006|E6SUPLJA5PA|449052|2985.00,,10017,160006,E6SUPLJA5PA,449052,2985.00,,402333
10017|160006|E6SUPLJA5PA|449052|2987.00,,10017,160006,E6SUPLJA5PA,449052,2987.00,,402333
10017|160006|E6SUPLJA5PA|449052|3000.00,,10017,160006,E6SUPLJA5PA,449052,3000.00,,402333
10017|160006|E6SUPLJA5PA|449052|319.00,,10017,160006,E6SUPLJA5PA,449052,319.00,,402333
10017|160006|E6SUPLJA5PA|449052|3200.00,,10017,160006,E6SUPLJA5PA,449052,3200.00,,402333
10017|160006|E6SUPLJA5PA|449052|3342.00,,10017,160006,E6SUPLJA5PA,449052,3342.00,,402333
