COLUNA,COLUNA_2,COLUNA_3,COLUNA_4,COLUNA_5,COLUNA_6,COLUNA_7,COLUNA_8,COLUNA_9,COLUNA_10,COLUNA_11,COLUNA_12,COLUNA_13,COLUNA_14,COLUNA_15,COLUNA_16,CREDITO DISPONIVEL,DESPESAS EMPENHADAS,DESPESAS LIQUIDADAS,DESPESAS PAGAS,RESTOS A PAGAR NAO PROCESSADOS INSCRITOS,RESTOS A PAGAR NAO PROCESSADOS REINSCRITOS,RESTOS A PAGAR NAO PROCESSADOS CANCELADOS,RESTOS A PAGAR NAO PROCESSADOS A LIQUIDAR,RESTOS A PAGAR NAO PROCESSADOS LIQUIDADOS
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,13983.25,,,2699.75,11283.5
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E5MMSUNCOMP,AQS SUP SV MNT VTR NAO BLD,Saldo - Moeda Origem (Item Informação),,,,,4578.7,,0.36,0,4578.34
,,,,,,,,,,,,,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),615728.25,205413.75,,,329213.84,,,60668.26,268545.58
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),31.4,43968.6,7820,7362.53,2538.9,,,0,2538.9
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),73913.05,34336.95,,,23098.25,,,9150.25,13948
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,117991.45,,,39611.95,78379.5
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,69236.55,,,279781.86,,,224193.88,55587.98
160150,4ª COMPANHIA DE ENGENHARIA COMBATE MECANIZADA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),29945,,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,9094.75,,,0,9094.75
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),42814.12,173827.88,,,112496.29,,,28469.59,84026.7
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),4.9,7495.1,,,288.4,,,0,288.4
,,,,,,,,,,,,,E6SUPLJA4QR,A4QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,662.3,,,0,662.3
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),46174,,,,15137.06,,,0,15137.06
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,32421.12,,,0,32421.12
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,18178.84,,,12071.14,6107.7
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,9352.84,,,112345.06,,,59701.99,52643.07
160151,9 GRUPO DE ARTILHARIA DE CAMPANHA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),51400,,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,61706.79,,,0,61706.79
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),95419.3,223720.7,37450,37450,142735.85,,,53796.88,88938.97
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),1.2,8998.8,,,,,,,
,,,,,,,,,,,,,E6SUPLJA4QR,A4QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),0.08,181.92,,,,,,,
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),24960,,,,17573,,,810,16763
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,29173.29,,,0,29173.29
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,36669.35,11892.63,11892.63,140482.55,,,110423.75,30058.8
160152,11 REGIMENTO DE CAVALARIA MECANIZADO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),198224.52,,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,149767.8,,,36205.18,113562.62
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),12486.05,546101.95,,,294430.47,,,30045.37,264385.1
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),20,7480,,,2231.05,,,1032.36,1198.69
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),5585,7700,,,13051.48,,,3584.75,9466.73
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,82208.14,,,22850.15,59357.99
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0.24,105381.2,5768.36,5768.36,198628.78,,,68678.9,129949.88
160153,2 COMPANHIA DE FRONTEIRA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),7637.03,95886.02,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,31462.74,,,0,31462.74
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),1.06,221470.94,111036.58,110611.17,26209.2,,,8317.2,17892
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),4000.38,3499.62,,,,,,,
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),32190.82,20226.13,,,,,,,
,,,,,,,,,,,,,E6SUPLJTRFR,TRFR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),9.71,13430.29,,,11518.8,,,10270.8,1248
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,215349.37,,,107719.09,107630.28
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0.14,66745.81,,,141682.28,,,103610.3,38071.98
160155,COMANDO DE FRONTEIRA JAURU / 66º BI MTZ,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),193700,,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,4143.5,,,0,4143.5
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),596363.47,188640.53,18220,17994.07,180707.57,,,50319.84,130387.73
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),9,7491,,,2499.1,,,1868.23,630.87
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),166136.82,63447.18,15504.53,,29519.4,,,12309.4,17210
,,,,,,,,,,,,,E6SUPLJTRFR,TRFR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),77616,,,,15271.09,,,3233.03,12038.06
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,105353.07,,,0,105353.07
,,,,,,,,,,,,,E6SUSOLA7PA,A7PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,89321,,,89321,
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,557339.77,,,388176.94,169162.83
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,191838.69,35388.81,31568.38,365227.43,,,115489.54,249737.89
160157,9 BATALHAO DE ENGENHARIA DE CONSTRUCAO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),34527,,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,17171.5,,,14687.5,2484
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),117911.73,366876.27,22493.99,5482.91,45822.19,,244,20040,25538.19
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),3,7497,3500,3500,,,,,
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),18.53,18607.84,,,5063.02,,,5063.02,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,50462.5,,,0,50462.5
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,128000,,,88191.23,39808.77
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),,,,,244492.74,,,175459.21,69033.53
160158,COMANDO 13  BDA DE INFANTARIA MOTORIZADA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),400921.66,15248.34,,,30575.4,,,0,30575.4
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),467063.97,359820.03,96338.18,74010.46,200904.81,,,20169.08,180735.73
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),19.72,31980.28,13846.17,13846.17,1697.4,,,0,1697.4
,,,,,,,,,,,,,E6SUPLJA4QR,A4QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,696,,,0,696
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),58237.69,107437.53,8790,8790,14520.55,,,7674.03,6846.52
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,67971.11,,,11772.23,56198.88
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,37985,,,0,37985
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,463507.11,,,206219.47,257287.64
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),450000,225039.97,166748.35,156453.82,567827.16,,,262493.52,305333.64
160159,18 GRUPO DE ARTILHARIA DE CAMPANHA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),96253.92,91255.03,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,7377,,,0,7377
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),134414.64,221931.36,3411,,108628.54,,,13169.5,95459.04
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),1097.76,16902.24,,,,,,,
,,,,,,,,,,,,,E6SUPLJA4QR,A4QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),49,,,,,,,,
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),49553.44,72244.16,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,10025.56,,,0,10025.56
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),0,23992,23992,23992,,,,,
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,1448.81,,,1316.19,132.62
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),47331.58,,,,183665.75,,,159159.13,24506.62
160160,51 BATALHAO DE INFANTARIA DE SELVA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),78400,,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),11.9,610242.1,,,151703.88,,,36477.77,115226.11
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,3999.65,,,0,3999.65
,,,,,,,,,,,,,E6SUPLJA4QR,A4QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),2.47,15319.13,,,,,,,
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),10680.75,85530.25,,,64752.42,,,60173.73,4578.69
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,1760,,,0,1760
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,69999.62,,,31399.62,38600
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),,,,,228762.31,,,216780.64,11981.67
160161,2º BATALHAO DE INFANTARIA DE SELVA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),133758.34,26052.9,,,15732.2,,,8330,7402.2
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),178391.42,1034658.58,,,311151.62,,0.47,145266.42,165884.73
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),61140.78,50834.82,,,11159.23,,,0,11159.23
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,133907,,,1345.9,132561.1
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),0,10600,,,,,,,
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,11725.19,,,9200.15,2525.04
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0.92,247336.96,39160.5,39160.5,351235.64,,,111759.52,239476.12
160163,COMANDO DA 8 REGIAO MILITAR/8 DE,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA2QS,A2QS - QUANTITATIVO DE SUBSISTENCIA,Saldo - Moeda Origem (Item Informação),200040.7,13390580.3,,,802811.42,,,56873.99,745937.43
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),501324.45,,,,,,,,
,,,,,,,,,,,,,E6SUPLJA4QS,AQS QS EM OP PLJ COM RECURSOS DO COLOG,Saldo - Moeda Origem (Item Informação),81200,,,,2323.44,,,2323.44,
,,,,,,,,,,,,,E6SUPLJQSFR,QUANTITATIVO DE SUBSISTENCIA,Saldo - Moeda Origem (Item Informação),40320,,,,,,,,
,,,,,,,,,,,,,E6SUSOLA2QS,A2QS - QUANTITATIVO DE SUBSISTENCIA SOL,Saldo - Moeda Origem (Item Informação),,,,,150572.4,,,0,150572.4
,,,,,,,,,,,,,E6SUSOLDIAR,DIAR - DIARIAS,Saldo - Moeda Origem (Item Informação),0,8955,8445,2390,,,,,
,,,,,,,,,,,,,E6SUSOLPASS,PASS - PASSAGENS,Saldo - Moeda Origem (Item Informação),0,5000,,,,,,,
,,,,,,,,,,,,,E6SUSOLPUBL,PUBL - PUBLICACOES OFICIAIS,Saldo - Moeda Origem (Item Informação),4107.6,,,,1966.72,,1966.72,0,
160165,8º BATALHAO DE SUPRIMENTO DE SELVA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),75625.02,14996.22,,,6457.2,,,0,6457.2
,,,,,,,,,,,,,E6SUPLJA6OP,A6OP - MNT DE ORGAO PROVEDOR,Saldo - Moeda Origem (Item Informação),183500,295000,,,1718.93,,,0,1718.93
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,'-8,SEM INFORMACAO,Saldo - Moeda Origem (Item Informação),0,,,,,,,,
,,,,,,,,,,,,,E5MMSUNCOMP,AQS SUP SV MNT VTR NAO BLD,Saldo - Moeda Origem (Item Informação),,,,,9372.5,,,0,9372.5
,,,,,,,,,,,,,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),102528.18,294227.82,3225.89,1503.5,88217.17,,,25276.82,62940.35
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),4000,,,,6115.74,,,789.08,5326.66
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),14452.96,46105.58,,,43821.21,,,13211.26,30609.95
,,,,,,,,,,,,,E6SUPLJA6OP,A6OP - MNT DE ORGAO PROVEDOR,Saldo - Moeda Origem (Item Informação),520089.3,,,,302248.39,,,133822.13,168426.26
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,11590.98,,,0,11590.98
,,,,,,,,,,,,,E6SUSOLA6OP,A6OP - MNT DE ORGAO PROVEDOR SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,15947,,,0,15947
,,,,,,,,,,,,,E6SUSOLDIAR,DIAR - DIARIAS,Saldo - Moeda Origem (Item Informação),0,2900,2390,2390,,,,,
,,,,,,,,,,,,,E6SUSOLPASS,PASS - PASSAGENS,Saldo - Moeda Origem (Item Informação),0,5000,0,,,,,,
,,,,,,,,,,,,,E6SUSOLPUBL,PUBL - PUBLICACOES OFICIAIS,Saldo - Moeda Origem (Item Informação),0,2335.48,,,,,,,
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),3.22,67863.2,21152.57,21152.57,456558.25,,,207369.2,249189.05
160166,HOSPITAL GERAL DE BELEM,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),35274.89,7625.11,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,D8SAFCTCALI,CALI - COMPLEMENTO DE ALIMENTACAO,Saldo - Moeda Origem (Item Informação),1.43,70009.8,,,64574.93,,,7676.82,56898.11
,,,,,,,,,,,,,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),66111.56,252350.44,37306.67,30026.27,61902.63,,,1320.64,60581.99
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),41422,3000,3000,3000,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,18632.03,,,0,18632.03
160167,53º BATALHAO DE INFANTARIA DE SELVA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),,,,,30876.23,,,0,30876.23
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),177209.77,412734.23,,,171004.23,,,71503.08,99501.15
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),3000,,,,1347,,,0,1347
,,,,,,,,,,,,,E6SUPLJA4QR,A4QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),6048,,,,620.2,,,0,620.2
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),149459.05,,,,48958.17,,,17460.53,31497.64
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,5436.3,,,636.85,4799.45
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,242476.12,23739.22,23739.22,168125.67,,,112479.52,55646.15
160168,HOSPITAL DA GUARNICAO DE MARABA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),35779,,,,17600,,,0,17600
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,D8SAFCTCALI,CALI - COMPLEMENTO DE ALIMENTACAO,Saldo - Moeda Origem (Item Informação),22437.94,,,,46308.51,,,23751.3,22557.21
,,,,,,,,,,,,,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),161297.25,5568.75,,,47506.38,,,4309.64,43196.74
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),45499.2,,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,18460.47,,,7678.6,10781.87
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,15750,,,15750,
160170,COMANDO 23ª BRIGADA DE INFANTARIA DE SELVA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),854244.97,185167.54,,,23310,,,23310,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),980.2,36250,,,,,,,
